,0
Lee Jong Suk,"['Romance Is a Bonus Book', 'Praise of Death', 'While You Were Sleeping', 'Seven First Kisses', 'Weightlifting Fairy Kim Bok Joo', 'W', 'Go Ho, The Starry Night', 'Pinocchio', 'Doctor Stranger', 'Potato Star 2013QR3', 'I Hear Your Voice', 'School 2013', 'When I Was The Prettiest', 'High Kick 3: The Revenge of the Short Legged', 'Secret Garden', 'Prosecutor Princess', '2017 SBS Drama Award', '2017 SBS Drama Award', '2016 MBC Drama Award', '2016 MBC Drama Award', '2016 MBC Drama Award', '2014 SBS Drama Award', '2014 SBS Drama Award', '2014 SBS Drama Award', '2013 SBS Drama Award', '2013 SBS Drama Award', '2013 Apan Star Award', '2013 Apan Star Award', '2013 Korea Drama Festival Award 201', '2013 Korea Drama Festival Award 201', '2012 KBS Drama Award']"
Lee Jong Won,"['Hide and Seek', 'School 2017', 'Blow Breeze', 'Heaven’s Promise', 'The Great Wives', 'The Legendary Witch', 'Tears of Heaven', 'The Firstborn', 'The Master’s Sun', 'Jung Yi, The Goddess of Fire', 'Lights and Shadows', 'King Geunchogo', 'Gloria', 'Kim Soo Ro', 'Hometown Legends', 'Everybody Cha Cha Cha', 'General Hospital 2', 'The Kingdom of The Winds', 'East of Eden', 'My Life’s Golden Age', 'I Am Happy', 'Fly High', 'Golden Era of Daughter in Law', 'My Man’s Woman', 'Sad Goodbye', 'Sad Love Song', 'Terms of Endearment']"
Lee Joo Chan,"['Are You Human Too?', 'Mom']"
Lee Joo Hyun,"['TV Novel – Waves, Waves', 'Strange Family', 'Apgujeong Midnight Sun', 'Pluto Secret Society', 'Melody of Love', 'Goddess of Marriage', 'It Was Love', 'Soldier', 'Stroke of Luck', 'Big Heat', 'Pink Lipstick', 'Ja Myung Go', 'When It’s At Night', 'Me Ri, Dae Gu’s Attack and Defense Battle', 'By Land and Sky', 'Yeon Gae Somun', 'Sweet Spy', 'Love Hymn', 'Hello Franceska', 'Lotus Flower Fairy', 'Match Made in Heaven', 'Scent of a Man', 'The Bean Chaff Of My Life']"
Lee Joo Hyung,"['My First Love', 'Madame Antoine', 'Tomorrow Cantabile']"
Lee Joo Seung,"['Let’s Eat 3', 'Assistant Manager Park’s Private Life', 'Falsify', 'Voice', 'World Without Sympathy', 'Stay Still', '9 Seconds – Eternal Time', 'The Time We Were Not In Love', 'Producer', 'Let’s Eat 2', 'Pinocchio', 'Iron Man', 'King of High School Life Conduct', 'Golden Cross', 'Outlasting Happiness', 'My Friend is Still Alive']"
Lee Joo Suk (1981),"['Secrets and Lies', 'While You Were Sleeping', 'Man to Man', 'The Good Wife', 'The Flower in Prison', 'Eve’s Love', 'The Great Wives', 'Save the Family', 'Hotel King', 'Cheer Up, Mr. Kim', 'King Gwanggaeto the Great', 'Jeon Woo Chi', 'The Princess’ Man', 'Comrades', 'Seoul Warrior Story', 'Bad Love', 'Land', 'Island Village Teacher', 'Bodyguard']"
Lee Joo Suk (1963),"['Kim Hee Ryun', 'Hold My Hand', 'Queen of Ambition', 'A Spoonbill Flies Away', 'Wife and Woman']"
Lee Joon (1988),"['Father is Strange', 'Woman with a Suitcase', 'Vampire Detective', 'What is the Ghost Doing?', 'Heard It Through the Grapevine', 'Pinocchio', 'Mr. Back', 'Gap Dong', 'IRIS 2', 'Ghost', 'I Need a Fairy', 'Salaryman Chohanji', 'Jungle Fish 2']"
Lee Joon Ho,"['2P', 'Confession', 'Wok of Love', 'Just Between Lovers', 'Chief Kim', 'Uncontrollably Fond', 'Memory', '2017 KBS Drama Award', '2017 KBS Drama Award']"
Lee Joon Hyuk (1984),"['Are You Human Too?', 'A Poem a Day', 'Han Yeo Reum’s Memory', 'Secret Forest', 'Naked Fireman', 'Justice Team', 'The Birth of a Married Woman', 'Blue Bird’s House', 'The Spring Day of My Life', 'The Equator Man', 'Tong Hua Er Fen Zhi Yi', 'City Hunte', 'Secret Garde', 'I Am Legen', 'Three Brother', 'City Hal', 'Star’s Love', 'The World That They Live I', 'First Wives Clu']"
Lee Joon Hyuk (1972),"['Doctor Prisoner', 'Touch Your Heart', 'Terius Behind Me', 'Bad Papa', 'Big Forest', 'My Only One', '100 Days My Prince', 'Misty', 'Mad Dog', 'If We Were a Season', 'Father is Strange', 'Rebel: Thief Who Stole the People', 'Voice', 'Moonlight Drawn by Clouds', 'Doctors', 'Mrs. Cop 2', 'Puck!', 'Six Flying Dragons', 'Divorce Lawyer in Love', 'Hyde, Jekyll and I', 'Dr. Frost', 'Misaeng', 'Liar Game', 'Angel Eyes', 'Nine: 9 Times Time Travel', 'The Queen of Office ', '2016 KBS Drama Award']"
Lee Joon Ik,['Entourage']
Lee Joon Ki,"['Lawless Lawyer', 'Criminal Minds', 'Seven First Kisses', 'Moon Lovers – Scarlet Heart: Ryeo', 'She Was Pretty', 'Scholar Who Walks the Night', 'Joseon Gunman', 'Two Weeks', 'Arang and the Magistrate', 'Hero', 'Iljimae', 'Time Between Dog and Wolf', '101st Proposal', 'My Girl', '2016 SBS Drama Award', '2016 SBS Drama Award', '2016 SBS Drama Award', '2015 MBC Drama Award', '2014 KBS Drama Award', '2014 KBS Drama Award', '2013 Apan Star Award', '2012 MBC Drama Award']"
Lee Joon Seo,"['My Only One', 'Black', 'Save the Family', 'The Firstborn']"
Lee Joon Young,"['Secrets and Lies', 'As Far as the Distance Dance', 'The Shining Eun Soo']"
Lee Joong Moon,"['Bad Papa', 'Secrets and Lies', 'Warm and Cozy', 'Punch', 'Cheongdamdong Scandal', 'Daring Women', 'Everybody Cha Cha Cha', 'I Hate You, But It’s Fine', '101st Proposal', '18 vs. 29', 'She is Cool']"
Lee Jung,"['Full House Take 2', 'Vampire Idol', 'Welcome to the Show', 'Hometown Legends', 'Unstoppable Marriage', 'Say You Love Me']"
Lee Jung Bin,['Immutable Law of First Love']
Lee Jung Gil (1944),"['Blessing of the Sea', 'Switch: Change the World', 'Good Witch', 'Return of Lucky Pot', 'Always Spring', 'Memory', 'My Daughter, Geum Sa Wol', 'Eve’s Love', 'Greatest Marriage', 'Cheongdamdong Scandal', 'Cunning Single Lady', 'You Who Came From the Stars', 'Melody of Love', 'Shark', 'IRIS 2', 'Cheer Up, Mr. Kim', 'An Angel’s Choice', 'A Wife’s Credentials', 'Scent of a Woman', 'Romance Town', 'Sweet Palpitations', 'Athena: Goddess of War', 'It’s Okay, Daddy’s Girl', 'IRIS', 'Don’t Hesitate', 'Take Care of the Young Lady', 'Partner', 'Boys Before Flowers', 'My Life’s Golden Age', 'My Sweet City', 'You Are Very Good', 'I Hate You, But It’s Fine', 'I Came in Search of a Flower', 'Mun Hee', 'White Tower', 'Yeon Gae Somun', 'Tree of Heaven', 'Lovers in Prague', 'The Secret Lovers', 'Resurrection', 'Oh! Pil Seung And Bong Soon Young', 'April Kiss', 'Desert Spring', 'One Million Roses', 'Escape From Unemployment', 'Land of Wine', 'Rival']"
Lee Jung Gil (1984),"['Iron Lady Cha', 'Advertising Genius Lee Tae Baek', 'Live in Style', 'Three Brothers']"
Lee Jung Ho,"['Nameless Woman', 'Sweet Home, Sweet Honey', 'Sincerity Moves Heaven', 'Smile, Dong Hae', 'Hometown Legends', 'You Are My Destiny', 'Here Comes Ajumma', 'Famous Princesses', 'The Immortal Lee Soon-Shin']"
Lee Jung Hoon,"['I’m a Mother too', 'Laurel Tree Tailors', 'The Shining Eun Soo', 'The Bird That Doesn’t Cry', 'Shine or Go Crazy', 'Cuckoo Nest', 'Sincerity Moves Heaven', 'Hometown Over the Hill 2', 'Dong Yi', 'A Man Called God', 'Creating Destiny', 'New Heart', 'How Much Love', 'The Age of Heroes', 'Trio']"
Lee Jung Hun,"['Mung Bean Flower', 'Witch’s Court', 'Defendant', 'A New Leaf', 'The 3rd Hospital', 'The True Colors', 'You’ve Fallen for Me', 'Sign', 'Father’s Place']"
Lee Jung Hyuk,"['Devilish Joy', 'Suits', 'Eulachacha Waikiki', 'Man Who Sets the Table', 'On the Way to the Airport', 'Dramaworld', 'Vampire Detective', 'Blue Bird’s House', 'Marry Him If You Dare', 'Passionate Love', 'I Hear Your Voice', 'Nail Shop Paris']"
Lee Jung Jae,"['Triple', 'Air City']"
Lee Jung Jin,"['The Liar and His Lover', 'The K2', 'Ms. Temper & Nam Jung Gi', 'Temptation', 'Basketball', 'A Hundred Year’s Inheritance', 'The Fugitive : Plan B', 'I Love You, Don’t Cry', '9 End 2 Outs', 'Love Story in Harvard', 'April Kiss', 'Escape From Unemployment', 'Trio', 'Bad Girls', '2013 MBC Drama Award', '2013 Korea Drama Festival Award 201']"
Lee Jung Joon,"['Family Secrets', 'Boys Before Flowers']"
Lee Jung Shin,"['CNBLU', 'My First Love', 'My Sassy Girl', 'Cinderella and Four Knights', 'The Girl Who Can See Smells', 'Thank You My Son', 'Temptation', 'Sword and Flower', 'My Daughter Seo Yeong', 'Unexpected You']"
Lee Jung Sung,"['Introverted Boss', 'Romantic Doctor, Teacher Kim', 'Shopping King Louis', 'Moonlight Drawn by Clouds', 'You Are a Gift', 'Second To Last Love', 'Good Person', 'Mrs. Cop 2', 'Glamorous Temptation', 'Tomorrow Victory', 'The Return of Hwang Geum Bok', 'Falling for Innocence', 'Only Love', 'Endless Love', 'Jung Do Jun', 'Nine: Time Travel Nine Times', 'Jeon Woo Chi', 'Noriko Goes to Seoul', 'Home Sweet Home', 'The Return of Iljimae', 'Boys Before Flowers', 'Yi San', 'That Summer Typhoon', 'The Immortal Lee Soon-Shin']"
Lee Jung Yeol,['Mother']
Lee Jung Yong,"['Teacher Oh Soon Nam', 'The Flower in Prison', 'Jingbirok', 'Into the Flames', 'King’s Dream', 'Special Crime Squad MSS', 'Pink Lipstick', 'IRIS', 'I Am Happy', 'Yi San', 'Three Leaf Clover']"
Lee Kang Min,"['My Strange Hero', 'Temperature of Love', 'Sweet Stranger and Me', 'Puck!', 'School 2015: Who Are You?']"
Lee Kang Wook,['Mrs. Cop']
Lee Ki Chan,"['The Shining Eun Soo', 'Ready for Start', 'Second Time Twenty Years Old', 'Into the Flames']"
Lee Ki Hyuk,"['Confession', 'Wok of Love', 'The Unwelcome Guest / Gate Crasher']"
Lee Ki Kwang,"['Lovely Horribly', 'Circle', 'Monster', 'Mrs. Cop', 'Twenty Years Old', 'My Friend is Still Alive', 'Me Too, Flower!', 'My Princess', 'All My Love', 'High Kick Through the Roof', '2011 MBC Drama Award']"
Lee Ki Woo,"['Fates and Furies', 'Just Between Lovers', 'Woman of Dignity', 'Cat Chef', 'Doctors', 'Memory', 'Late Night Restaurant', 'Grandpas Over Flowers Investigation Team', 'Miss Korea', 'The Virus', 'Standby', 'Glowing She', 'Flower Boy Ramyun Shop', 'Star’s Lover', 'Kid Gang', 'Outrageous Women', 'A Love To Kill']"
Lee Ki Yeol,"['The Merchant: Gaekju 2015', 'Jingbirok', 'Misaeng', 'Good Doctor', 'The Empress', 'President', 'Ang Shim Jung', 'Call of the Country', 'Empress Chun Chu', 'Tazza', 'Spotlight', 'Thirty Thousand Miles in Search of My Son', 'Money’s Warfare', 'Me Ri, Dae Gu’s Attack and Defense Battle', 'Surgeon Bong Dal Hee', 'Invincible Parachute Agent', 'One Fine Day', 'Sweet Spy', 'Super Rookie']"
Lee Ki Young,"['Lee Hyo Jun', 'Wok of Love', 'Grand Prince', 'Argon', 'While You Were Sleeping', 'The King Loves', 'Ruler: Master of the Mask', 'Jackpot', 'Riders: Catch Tomorrow', 'Mrs. Cop', 'Masked Prosecutor', 'Life Tracker Lee Jae Goo', 'Punch', 'The King’s Face', 'The Spring Day of My Life', 'You’re All Surrounded', 'King’s Daughter, Soo Baek Hyang', 'The Queen’s Classroom', 'Sincerity Moves Heaven', 'Incarnation of Money', 'Golden Time', 'Ghost', 'Salaryman Chohanji', 'Man of Honor', 'Royal Family', 'The Duo', 'Ang Shim Jung', 'Giant', 'Obstetrics and Gynecology Doctors', 'Dream', 'Gourmet', 'Tokyo Shower', 'New Heart', 'Time Between Dog and Wolf', 'Goong S', 'Lovers', 'Common Single', 'One Fine Day', 'Golden Apple', 'Chosun Police', 'Super Rookie', 'Prince’s First Love', 'Glass Slippers']"
Lee Kwang Hoon,"['Romance Is a Bonus Book', 'Mysterious Personal Shopper', 'Black', 'Voice', 'Hwarang: The Beginning', 'Jingbirok', 'Inspiring Generation', 'My Secret Hotel', 'Horse Doctor', 'Queen In Hyun’s Man', 'I Need Romance', 'Road No. 1', 'Queen Seon Deok', 'Dae Jo Young']"
Lee Kwang Ki,"['Jingbirok', 'Jung Do Jun', 'Queen Insoo', 'I’m Glad I Loved You', 'Hanoi Bride', 'Age of Heroes']"
Lee Kwang Soo,"['Live', 'The Best Hit', 'Hwarang: The Beginning', 'The Sound of Your Heart', 'Entourage', 'Dear My Friends', 'Descendants of the Sun', 'Puck!', 'The Girl Who Can See Smells', 'It’s Okay, That’s Love', 'Secret Love', 'Potato Star 2013QR3', 'Jung Yi, The Goddess of Fire', 'Dating Agency: Cyrano', 'Innocent Man', 'Bachelor’s Vegetable Store', 'City Hunter', 'Dong Yi', 'High Kick Through The Roof', 'That Person Is Coming', '15th KBS Entertainment Awards', '2014 SBS Drama Award']"
Lee Kye In,"['Make a Woman Cry', 'Shining Romance', 'Gu Am Heo Joon', 'Reckless Family 2', 'Warrior Baek Dong Soo', 'Dong Yi', '2009 Alien Baseball Team', 'The Return of Iljimae', 'I am Happy', 'The Book of Three Han', 'Yeon Gae Somun', 'The Age of Heroes']"
Lee Kyu Bok,"['Lovely Horribly', 'Mother', 'Suits', 'Black', 'My Golden Life', 'Chicago Typewriter', 'Voice', 'Eating Existence', 'My Beautiful Bride', 'Liar Game']"
Lee Kyu Han,"['Rude Miss Young Ae 17', 'The Crowned Clown', 'Rich Family’s Son', 'Rude Miss Young Ae 16', 'Introverted Boss', 'I Have a Lover', 'Only Love', 'The Birth of a Family', 'The Wedding Scheme', 'If Tomorrow Comes', 'Can You Hear My Heart', 'More Charming by the Day', 'Smile, You', 'Soul', 'Que Sera, Sera', 'Love Needs a Miracle', 'My Lovely Sam-Soon', '2018 MBC Drama Award']"
Lee Kyu Ho,"['Different Dreams', 'Switch: Change the World', 'Romantic Doctor, Teacher Kim', 'Neighborhood Lawyer Jo Deul Ho', 'Kidnapping Assemblyman Mr. Clean', 'Witch’s Castle']"
Lee Kyu Hyung,"['Life', 'Wise Prison Life', 'Secret Forest', 'Hwarang: The Beginning', 'Goblin']"
Lee Kyu Sub,"['Defendant', 'You Are a Gift', 'Moonlight Drawn by Clouds', 'Women’s Secret', 'The Flower in Prison', 'The Good Wife', 'My Son-in-Law’s Woman', 'Monster', 'Master: God of Noodles', 'Goodbye Mr. Black', 'Pied Piper', 'Please Come Back, Mister']"
Lee Kyu Sung,['Sketch']
Lee Kyun,"['The Three Musketeers Season 1', 'Fantasy Tower', 'Come, Come, Absolutely Come', 'High Kick 3: The Revenge of the Short Legged', 'Myung Wol the Spy', 'Life is Beautiful', 'Stars Falling From the Sky', 'Yeon Gae Somun', 'Hello Franceska']"
Lee Kyung Young,"['Haechi', 'Room No. 9', 'Misty', 'Argon', 'Bride of the Water God', 'Secret Forest', 'Sweet Home, Sweet Honey', 'D-Day', 'Cheo Yong 2', 'Hidden Identity', 'Misaeng', 'The Legendary Witch', '3 Days', 'Queen of Ambition', 'Vampire Prosecutor 2', 'Dae Wang Sejong', 'Yi San']"
Lee Min Ho,"['Seven First Kisses', 'The Legend of the Blue Sea', 'The Heirs', 'Faith @ The Great Doctor', 'City Hunte', 'Personal Tast', 'Boys Before Flower', 'I’m Sam', 'Mackerel Run', 'Love Hymn', 'Original Websit', 'Traile', 'Episode ', 'Episode ', 'Episode ', 'Episode ', '2016 SBS Drama Award', '2016 SBS Drama Award', '2016 SBS Drama Award', '2013 SBS Drama Award', '2013 SBS Drama Award', '2013 SBS Drama Award', '2013 SBS Drama Award', '2013 SBS Drama Award', '2012 SBS Drama Award', '2012 SBS Drama Award', '2011 SBS Drama Award', '2011 SBS Drama Award', '2011 SBS Drama Award', 'Photo Galler']"
Lee Min Ho (1993),"['Coffee, Please', 'The Beauty Inside', 'Hospital Ship', 'Hwajung', 'The Prime Minister and I', 'Sword and Flower', 'The Great Seer', 'Rooftop Prince', 'The Moon That Embraces the Sun', 'Thorn Birds', 'Stormy Lovers', 'Sungkyunkwan Scandal', 'Gumiho: Tale of the Fox’s Child', 'Kyung Sook’s Father', 'Catch a Kang Nam Mother', 'Exhibition of Fireworks', 'Love and Ambition']"
Lee Min Hyuk (1990),"['Dae Jang Geum Is Watching', 'After the Show Ends', 'Nightmare Teacher', 'Sweet, Savage Family', 'A New Leaf', 'Fantastic Tower', 'Monstar', 'I Live in Cheongdam-dong']"
Lee Min Ki,"['The Beauty Inside', 'What’s Wrong With Secretary Kim', 'Because This Is My First Life', 'Shut Up Flower Boy Band', 'Evasive Inquiry Agency', 'Dal Ja’s Spring', 'I Really Really Like You', 'Be Strong Geum Soon']"
Lee Min Woo (1976),"['TV Novel – That Sun in the Sky', 'Joseon Gunman', 'Dating Agency: Cyrano', 'Wonderful Mama', 'Rascal Sons', 'The Wedding Scheme', 'Little Girl Detective', 'Dad Says I am Sorry', 'The Princess’ Man', 'Crime Squad', 'Life is Beautiful', 'Enjoy Life', 'Hometown Legends', 'Me Ri, Dae Gu’s Attack and Defense Battle', 'Pure 19', '2011 KBS Drama Award']"
Lee Min Woo (1979),['Shinhw']
Lee Moo Saeng,"['The Crowned Clown', 'The Miracle We Met', 'My Beautiful Bride', 'A Witch’s Love', 'Heartless City', 'TEN 2']"
Lee Moon Se,"['Reply 1988', 'Miss Korea', 'Alone in Love']"
Lee Moon Shik,"['The Fiery Priest', 'Handsome Guy and Jung Eum', 'Yeonnam-dong 539', 'Nothing to Lose', 'Moonlight Drawn by Clouds', 'Wanted', 'Jackpot', 'Please Come Back, Mister', 'Moorim School', 'Mom', 'Masked Prosecutor', 'Healer', 'Mr. Back', 'Discovery of Love ', 'Yoo Na’s Street', 'Empress Ki', 'Incarnation of Money', 'The Great Seer', 'Stroke of Luck', 'Rooftop Prince', 'Glory Jane @ Man of Honor', 'The Duo ', 'Giant', 'Queen Seon Duk', 'A Man’s Story', 'That Person Is Coming', 'Iljimae', 'Money’s Warfare', '101st Proposal', 'Damo', '2015 MBC Drama Award']"
Lee Moon Soo,"['The Beauty Inside', 'Mystery Queen 2', 'Goblin', 'Bubblegum', 'I Love Lee Tae Ri', 'Little Girl Detective', 'Midas', 'Dae Mul']"
Lee Myung Haeng,"['Witch’s Court', 'Romantic Doctor, Teacher Kim', 'Jealousy Incarnate', 'The Good Wife', 'Six Flying Dragons']"
Lee Myung Ho,"['TV Novel – Dal Soon’s Spring', 'TV Novel – That Sun in the Sky', 'TV Novel – Single Minded Dandelion', 'King’s Dream']"
Lee Myung Hoon,"['Revolutionary Love', 'Rebel: Thief Who Stole the People', 'Drinking Solo', 'TV Novel – In Still Green Days', 'You’re Only Mine']"
Lee Nam Hee,"['Item', 'Doubtful Victory', '20th Century Boy and Girl', 'Six Flying Dragons', 'Soldier']"
Lee Philip ,"['Faith @ The Great Doctor', 'Secret Garden', 'A Man’s Story', 'The Legend']"
Lee Pil Mo,"['Haechi', 'Return of Lucky Pot', 'Another Miss Oh', 'Happy Home', 'School 2015: Who Are You?', 'My Heart Twinkle Twinkle', 'Pinocchio', 'Emergency Man and Woman', 'Lights and Shadows', 'Guardian Angel Kim Young Goo', 'I Believe in Love', 'Kim Soo Ro', 'The Woman Who Still Wants To Marry', 'The Sons of Sol Pharmacy House', 'You Are My Destiny', 'Golden Era of Daughter in Law', 'Here Comes Ajumma', 'As the River Flows', '2016 MBC Drama Award']"
Lee Pung Woon,"['Hwarang: The Beginning', 'Gye Baek', 'Chosun Police 3', '2009 Alien Baseball Team', 'Big Sister', 'Stained Glass']"
Lee Ro Woon,"['Lawless Lawyer', 'Teacher Oh Soon Nam', 'Rebel: Thief Who Stole the People', 'My Son-In-Law’s Woman', 'Everything Will Be OK', '2017 MBC Drama Award']"
Lee Sang,"['My First Love', 'Strong Woman Do Bong Soon']"
Lee Sang Hong,"['Flower Grandpa Investigative Team', 'Special Crime Investigation']"
Lee Sang Hoon,"['Chief Kim', 'Something About 1%', 'I Have a Lover', 'The Full Sun', 'Arang and the Magistrate', 'Poseidon', 'Life is Beautiful', 'East of Eden']"
Lee Sang In,"['Fantastic Tower', 'The Immortal Lee Soon-Shin', 'Nine Tailed Fox']"
Lee Sang Joon,"['Unkind Ladies', 'K-POP – The Ultimate Audition']"
Lee Sang Woo (1980),"['Touch Your Heart', 'Shall We Live Together', '20th Century Boy and Girl', 'Happy Home', 'All About My Mom', 'High Society', 'Glorious Day', 'Let’s Eat', 'One Warm Word', 'Goddess of Marriage', 'Childless Comfort', 'Horse Doctor', 'Feast of the Gods', 'A Thousand Days’ Promise', 'I Believe in Love', 'Life is Beautiful', 'Don’t Hesitate', 'The Road Home', 'First Wives Club', '9 End 2 Outs', '18 vs. 29', '2018 KBS Drama Award', '6th APAN Star Award', '2016 MBC Drama Award', '2012 MBC Drama Award']"
Lee Sang Woo (1963),"['Run, Jang Mi', 'Gloria', 'Partner', 'Three Wives']"
Lee Sang Yeob,"['Praise of Death', 'Top Star Yoo Baek', 'While You Were Sleeping', 'You’re Closer Than I Think', 'My Wife’s Having an Affair this Week', 'Home Sweet Home', 'Doctors', 'Master: God of Noodles', 'Signal', 'Blue Bird’s House', 'Will You Love and Give It Away?', 'The Greatest Thing in the World', 'Jang Ok Jung', 'Innocent Man', 'I Live in Cheongdam Dong', 'Can’t Live With Losing', 'Ripley', 'Midas', 'Her Style', 'That Person Is Coming', 'Kokkiri', 'Dae Wang Sejong', 'Blissful Woman', '2017 SBS Drama Award', '2013 MBC Drama Award']"
Lee Sang Yi (1991),"['Special Labor Inspector Jo', 'The Third Charm', 'Voice Season 2', 'To. Jenny', 'Suits', 'Wise Prison Life', 'Doubtful Victory', 'Andante', 'Manhole']"
Lee Sang Yoon,"['About Time', 'Whisper', 'On the Way to the Airport', 'Second Time Twenty Years Old', 'Unkind Women', 'Liar Game', 'Angel Eyes', 'Jung Yi, The Goddess of Fire', 'My Daughter Seo Yeong', 'The Duo ', 'My Happy Home', 'Life is Beautiful', 'Heading to the Ground', 'I Love You, Don’t Cry', 'The Scale of Providence', 'I Hate You, But It’s Fine', 'Air City', '2016 KBS Drama Award', '2016 KBS Drama Award', '2012 KBS Drama Award']"
Lee Se Chang,"['The Flower in Prison', 'Mom', 'Flower of the Queen', 'The Night Watchman', 'Witch’s Romance', 'Your Neighbor’s Wife', 'Sincerity Moves Heaven', 'Lights and Shadows', 'Ang Shim Jung', 'Flames of Ambition', 'Here Comes Ajumma', 'Lovers', 'Looking For Dorothy', 'Lovers in Paris', 'Ruler of Your Own World']"
Lee Se Jin,['Love Pub']
Lee Seo Jin,"['Trap', 'Marriage Contract', 'Wonderful Days', 'Gye Baek', 'Soul', 'On Air', 'Yi San', 'Lovers', 'Phoenix', 'Damo', 'Shoot for the Star', 'Since We Met', '2016 MBC Drama Award', '2016 tvN10 Award']"
